Supplementary Table 4a. Cushing's effect on gene expressions after controlling for BMI,,,,,,,,,,,,,,,,
,Row.names,baseMean,log2FoldChange.BMIxDisease,lfcSE.BMIxDisease,stat.BMIxDisease,pvalue.BMIxDisease,padj.BMIxDisease,log2FC_Obese_vs_notObese,lfcSE_Obese_vs_notObese,pvalue_Obese_vs_notObese,padj_Obese_vs_notObese,log2FC_Cushing_vs_Con,lfcSE_Cushing_vs_Con,pvalue_Cushing_vs_Con,padj_Cushing_vs_Con,external_gene_id
15241,ENSG00000183888,0.805859451,1.006342033,0.612368267,1.643360846,0.100308296,NA,-0.066649634,1.148572323,0.953726131,NA,0.093909276,1.227255238,0.939005594,NA,C1orf64
15242,ENSG00000183889,1.667262762,-0.22736753,0.696864451,-0.326272247,0.744218384,NA,-0.636154305,0.877274509,0.468360926,NA,1.937060737,0.903203407,0.03198035,NA,NPIPA7
15243,ENSG00000183891,44.28680931,-0.155390791,0.358649615,-0.433266298,0.664821319,0.913005936,-0.138080564,0.199301691,0.488421365,NA,-0.163851055,0.283035202,0.562651937,0.786649951,TTC32
15244,ENSG00000183908,2.315923098,0.113143864,0.699086408,0.16184532,0.871427663,NA,-0.618613153,0.805035172,0.442231781,NA,0.803040062,0.893692455,0.368884825,NA,LRRC55
15245,ENSG00000183914,9.252745465,0.198559516,0.627816244,0.316270115,0.751797492,NA,-0.254193546,0.42397582,0.548807997,NA,-0.319322173,0.564565716,0.571661147,0.792253739,DNAH2
15246,ENSG00000183918,5.462117255,0.225843062,0.692861883,0.325956828,0.744457019,NA,0.141901336,0.539529811,0.792543442,NA,-0.60798839,0.711673332,0.392934224,0.663550347,SH2D1A
15247,ENSG00000183921,0.872535261,-0.975430163,0.609904447,-1.599316365,0.109750325,NA,-1.095265939,1.013271542,0.279732498,NA,-0.277419973,1.219107076,0.81998834,NA,SDR42E2
15248,ENSG00000183941,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HIST2H4A
15249,ENSG00000183943,99.43009438,0.883326533,0.269414807,3.278685911,0.001042916,0.058350419,-0.032331008,0.145845287,0.82456287,NA,-0.511428133,0.218324532,0.019154348,0.129400145,PRKX
15250,ENSG00000183955,133.4446798,0.146755072,0.238789873,0.61457829,0.538833256,0.856005593,-0.023283589,0.130283528,0.858161684,NA,-0.202702493,0.187868288,0.280605262,0.556375961,SETD8
15251,ENSG00000183960,0.598841002,0.006647352,0.575459835,0.011551375,0.990783541,NA,0.136471479,1.24125935,0.912452215,NA,0.005256574,1.372440555,0.996944036,NA,KCNH8
15252,ENSG00000183963,513.4442152,-0.039849157,0.358353897,-0.111200567,0.911457302,0.97981602,-0.125634487,0.207116815,0.544124646,0.811443534,-0.459725445,0.282622582,0.103813392,0.335726012,SMTN
15253,ENSG00000183971,0.51882842,-1.48E-05,0.003399994,-0.004339328,0.996537728,NA,-1.288711329,1.397859348,0.356571486,NA,-17.02274635,268.3757404,0.949425069,NA,NPW
15254,ENSG00000183977,31.21426491,-0.470046009,0.376952462,-1.246963628,0.212410834,0.643655249,0.376524886,0.222483415,0.09057491,NA,0.53195946,0.30334951,0.079495816,0.287915658,PP2D1
15255,ENSG00000183978,109.6578416,-0.177875832,0.234327909,-0.7590894,0.447799079,0.813597137,-0.058222853,0.128416276,0.650266827,NA,0.03068735,0.181976622,0.866084948,0.944588719,COA3
15256,ENSG00000183979,26.0070745,-0.912989053,0.55304693,-1.650834682,0.098772336,0.487097569,-0.357011692,0.37145096,0.336488118,NA,1.647484326,0.459202169,0.000333595,0.009933844,NPB
15257,ENSG00000184005,73.19827732,-0.113877945,0.483967787,-0.235300672,0.813975374,0.957702915,0.208884454,0.293504481,0.476656234,NA,-0.154624578,0.397417649,0.697221958,0.863437164,ST6GALNAC3
15258,ENSG00000184007,1349.644644,-0.563088966,0.13075998,-4.306279061,1.66E-05,0.005911147,0.083847481,0.073051555,0.251057319,0.609563468,0.676382634,0.1001452,1.44E-11,2.47E-08,PTP4A2
15259,ENSG00000184009,124.5307851,0.730919129,0.491050028,1.488482002,0.136623825,0.549425826,0.013420304,0.300248571,0.964348578,NA,-0.506980661,0.404732873,0.210340282,0.479317714,ACTG1
15260,ENSG00000184012,0.886235826,-0.223321565,0.558149382,-0.400110746,0.68907495,NA,0.14298342,1.140570623,0.900237522,NA,-1.217107918,1.44099838,0.39831844,NA,TMPRSS2
15261,ENSG00000184014,828.8974841,-0.009383274,0.164860786,-0.056916349,0.95461183,0.989885761,0.204011792,0.091290354,0.025433282,0.260536894,0.019469072,0.127638849,0.878766966,0.949347678,DENND5A
15262,ENSG00000184022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OR2T10
15263,ENSG00000184029,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DSCR4
15264,ENSG00000184032,0.065983787,0.000115378,0.000936814,0.123160289,0.901980171,NA,13.16898092,172.1518325,0.939024245,NA,15.03800203,168.9667872,0.929082108,NA,KRTAP20-2
15265,ENSG00000184033,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTAG1B
15266,ENSG00000184040,0.583527851,0.259200758,0.573680025,0.451821132,0.651397845,NA,-1.809180655,1.380956594,0.1901646,NA,1.17391026,1.383178792,0.396045663,NA,TMEM236
15267,ENSG00000184047,25.97669222,0.743605237,0.439681159,1.69123744,0.090791463,0.472015522,-0.025158629,0.250969522,0.920149222,NA,-0.433350797,0.368337717,0.239393536,0.513503992,DIABLO
15268,ENSG00000184056,74.42420887,-0.267228715,0.263633427,-1.013637451,0.310755781,0.734268209,0.054869136,0.146478766,0.707967163,NA,0.176162899,0.206063639,0.392608944,0.663327124,VPS33B
15269,ENSG00000184058,27.21144621,0.055602527,0.665755591,0.083517928,0.933439723,0.98554482,0.617578371,0.487421751,0.205144277,NA,-0.91200921,0.634205759,0.150424512,0.405144887,TBX1
15270,ENSG00000184060,111.2086035,0.430803603,0.421237687,1.022709071,0.306445421,0.733151058,0.127721881,0.249177575,0.608249528,NA,-0.092919626,0.340138642,0.784713606,0.906443821,ADAP2
15271,ENSG00000184076,203.9923167,-0.297849969,0.229926894,-1.295411615,0.195178273,0.626520161,0.106409029,0.128622776,0.408069661,NA,0.248831705,0.17854171,0.163411391,0.423108333,UQCR10
15272,ENSG00000184083,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAM120C
15273,ENSG00000184108,0.118492582,-5.65E-10,2.79E-05,-2.02E-05,0.999983858,NA,-16.58499051,271.3413586,0.951261861,NA,-14.81805257,284.34921,0.958439321,NA,TRIML1
15274,ENSG00000184110,24.67335185,0.283833645,0.515141101,0.550982331,0.581645787,0.87801411,-0.341479805,0.322369838,0.289472446,NA,0.09353397,0.427074877,0.826641709,0.926562033,EIF3C
15275,ENSG00000184113,805.9232382,0.524861088,0.326370176,1.608177239,0.107796367,0.50174241,-0.139215877,0.186470472,0.455314689,0.765339507,-0.982159448,0.256412211,0.000127939,0.005185867,CLDN5
15276,ENSG00000184117,59.75342553,0.258613604,0.305086642,0.847672656,0.396620299,0.786941854,-0.115241913,0.172630278,0.504411374,NA,0.038522297,0.242167521,0.873611415,0.947607709,NIPSNAP1
15277,ENSG00000184140,0.05195676,-1.11E-09,3.91E-05,-2.83E-05,0.99997742,NA,-15.50972348,279.0657965,0.955678549,NA,-13.75324655,293.1599699,0.962581934,NA,OR4F6
15278,ENSG00000184144,5.499688916,-1.6100597,0.666952361,-2.414055026,0.01577608,NA,0.055359784,0.470839312,0.906402981,NA,0.366122451,0.601569463,0.542781586,0.774733746,CNTN2
15279,ENSG00000184148,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPRR4
15280,ENSG00000184154,109.7334921,-0.05940992,0.258927404,-0.229446244,0.818522097,0.959053921,0.033662616,0.14678823,0.818614181,NA,0.296216728,0.202753763,0.144024267,0.396398517,LRTOMT
15281,ENSG00000184155,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OR10J5
15282,ENSG00000184156,28.23987985,-0.10487926,0.643058161,-0.163094517,0.870444016,0.96957002,0.765134541,0.473061485,0.105789733,NA,1.281791789,0.589343818,0.02963406,0.166408509,KCNQ3
15283,ENSG00000184160,43.50508272,0.159599032,0.516459816,0.309025072,0.757302455,0.944555053,-0.189445338,0.319184442,0.552826938,NA,-0.22438198,0.428960132,0.600916127,0.809878641,ADRA2C
15284,ENSG00000184162,67.53398409,0.190037267,0.310573233,0.611891968,0.540609236,0.85731531,-0.194447012,0.165866562,0.24107266,NA,-0.556715436,0.246140076,0.023710815,0.146798065,NR2C2AP
15285,ENSG00000184163,5.36147755,-0.251210558,0.681342201,-0.368699543,0.712351689,NA,-0.076797211,0.477643244,0.872263825,NA,-0.766721781,0.665993841,0.249631642,0.525296844,FAM132A
15286,ENSG00000184164,149.035679,-0.156245185,0.294156705,-0.531163091,0.595305767,0.884553144,0.098881896,0.166460479,0.552494547,NA,0.122883616,0.230661553,0.59421063,0.805780583,CRELD2
15287,ENSG00000184166,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OR1D2
15288,ENSG00000184178,85.38744792,-0.812324946,0.308789308,-2.630677053,0.008521497,0.170344439,0.285776779,0.178729281,0.109834703,NA,0.747039578,0.2408654,0.001925549,0.030766245,SCFD2
15289,ENSG00000184182,62.93934912,-0.346356716,0.282761605,-1.224907166,0.2206102,0.652269917,0.177305615,0.161272044,0.271585172,NA,0.413423494,0.222284281,0.062901611,0.253547561,UBE2F
15290,ENSG00000184185,0.73042689,-0.75231348,0.560637938,-1.341888282,0.179632222,NA,-1.160194325,1.17280243,0.322541041,NA,-0.505785801,1.423046248,0.722271439,NA,KCNJ12
15291,ENSG00000184194,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GPR173
15292,ENSG00000184203,193.3663398,-0.032956783,0.211379664,-0.155912741,0.876101802,0.971063601,0.101592994,0.116615728,0.383657262,NA,0.032950279,0.165317641,0.842016377,0.932813925,PPP1R2
15293,ENSG00000184205,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TSPYL2
15294,ENSG00000184206,14.10413112,-0.409150508,0.501857954,-0.815271541,0.414916895,NA,0.266521973,0.305770433,0.383404387,NA,0.262049569,0.418069441,0.530784631,0.767334205,GOLGA6L4
15295,ENSG00000184207,79.81501231,-0.116433876,0.315192165,-0.369405997,0.711825129,0.928190164,-0.013706439,0.181126889,0.93967915,NA,0.31797983,0.247738141,0.199305758,0.466790596,PGP
15296,ENSG00000184208,101.2550913,-0.040474252,0.256706635,-0.157667341,0.874718937,0.970952295,0.161169346,0.14192036,0.256110483,NA,0.025978642,0.202983782,0.898161767,0.957458561,C22orf46
15297,ENSG00000184209,117.2734844,-0.027462851,0.26334681,-0.104283971,0.916943998,0.981361675,-0.218318308,0.146096198,0.135085137,NA,-0.060239566,0.204594581,0.768426421,0.898693885,SNRNP35
15298,ENSG00000184210,0.441884367,-0.734211438,0.459385697,-1.598246185,0.109988199,NA,0.945466387,1.479428257,0.522773802,NA,-0.801653775,1.827198674,0.66085445,NA,DGAT2L6
15299,ENSG00000184216,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IRAK1
15300,ENSG00000184220,80.14681037,-0.322174814,0.285391311,-1.128887958,0.258945101,0.693376176,-0.058076183,0.160003172,0.716628082,NA,0.185613718,0.221735216,0.402538468,0.672088794,CMSS1
15301,ENSG00000184221,0.598112756,-0.368583263,0.516659473,-0.713396894,0.475600195,NA,1.430027854,1.516140567,0.34557724,NA,0.602662286,1.532883647,0.694204322,NA,OLIG1
15302,ENSG00000184224,16.51021465,-0.154066332,0.555415574,-0.27738929,0.781481204,0.950104053,0.155485203,0.353445256,0.660000038,NA,0.116622872,0.473817565,0.80557808,0.917636442,C11orf72
15303,ENSG00000184226,167.7924819,-0.965364266,0.498443808,-1.936756462,0.05277512,0.38454077,0.264700686,0.30998973,0.393159584,NA,1.003975765,0.408805036,0.014054041,0.106316358,PCDH9
15304,ENSG00000184227,52.75959014,0.583961381,0.564234527,1.034962152,0.300686587,0.72871175,0.667578013,0.36068124,0.064186691,NA,-0.463870516,0.48717261,0.341011427,0.617568839,ACOT1
15305,ENSG00000184232,351.663896,0.311087081,0.352025461,0.883706198,0.376854834,0.776611399,0.061253376,0.203532469,0.763451575,0.914812953,-0.122266091,0.278142974,0.660241323,0.843079269,OAF
15306,ENSG00000184254,224.7931878,0.618970495,0.465997778,1.328269198,0.184089191,0.61469335,0.383727571,0.281311902,0.172547274,NA,-0.529505119,0.380425463,0.163959914,0.423889591,ALDH1A3
15307,ENSG00000184258,40.33183878,-0.677542486,0.3877189,-1.747509565,0.080548987,0.44978458,-0.073527667,0.235130134,0.754500602,NA,0.967352589,0.303552189,0.001438685,0.025875624,CDR1
15308,ENSG00000184260,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HIST2H2AC
15309,ENSG00000184261,0.328193391,0.343200554,0.43253676,0.793459853,0.427509951,NA,0.398598253,1.859798257,0.830294885,NA,-0.09992329,1.979974459,0.959750279,NA,KCNK12
15310,ENSG00000184270,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HIST2H2AB
15311,ENSG00000184271,122.3919879,-0.109906011,0.287676142,-0.382047709,0.702425977,0.925054077,-0.137793403,0.159984864,0.389078207,NA,-0.143987176,0.224444796,0.521180985,0.760895443,POU6F1
15312,ENSG00000184276,0.064488335,-9.41E-10,3.60E-05,-2.61E-05,0.999979168,NA,-15.76867147,277.1458356,0.954627518,NA,-14.00955362,290.9654906,0.961597889,NA,DEFB108B
15313,ENSG00000184277,149.6933124,0.194618793,0.243961676,0.797743301,0.42501947,0.802306832,-0.139760147,0.131340081,0.287279376,NA,-0.478473818,0.191390435,0.012419747,0.097862677,TM2D3
15314,ENSG00000184281,99.38624636,-0.286374413,0.245521199,-1.166393832,0.243455251,0.676670711,-0.01962213,0.135540468,0.884892839,NA,0.125483599,0.19043416,0.509937962,0.753042185,TSSC4
15315,ENSG00000184292,9.575467442,0.340235145,0.637390084,0.533794224,0.593483911,NA,0.516092277,0.384627178,0.179661249,NA,-1.171501973,0.602307674,0.051772271,0.228000836,TACSTD2
15316,ENSG00000184293,1.608708271,0.037232874,0.664320087,0.056046587,0.955304694,NA,0.164344462,0.942810061,0.86161914,NA,0.224903428,1.058305269,0.831706984,NA,CLECL1
15317,ENSG00000184302,0.192367137,-2.53E-05,0.002681758,-0.009447037,0.992462467,NA,1.087106001,3.640613989,0.765241353,NA,-15.90076262,276.1643719,0.954085436,NA,SIX6
15318,ENSG00000184304,80.32857051,-0.51367472,0.406693888,-1.263050011,0.206571207,0.638405432,-0.166164779,0.241482634,0.491388303,NA,0.551187564,0.322248381,0.087183941,0.302205973,PRKD1
15319,ENSG00000184305,9.429682434,0.51933911,0.575874544,0.901826821,0.36714887,NA,-0.113733683,0.361882638,0.753305852,NA,-0.315344617,0.506203154,0.533310418,0.768963112,CCSER1
15320,ENSG00000184307,20.35631636,-0.12363988,0.46545411,-0.265632803,0.79052202,0.953086498,0.213732055,0.274751412,0.436621677,NA,0.045854049,0.385393343,0.905291307,0.959429276,ZDHHC23
15321,ENSG00000184313,2.490092805,0.152155517,0.704487141,0.215980545,0.829002912,NA,0.15813689,0.701302092,0.821597792,NA,1.142232485,0.779521115,0.142839018,NA,MROH7
15322,ENSG00000184321,0.099124644,-3.31E-05,0.000541149,-0.061134467,0.95125212,NA,-16.60968619,271.1979666,0.951163603,NA,16.40978529,191.9016632,0.93185481,NA,OR51J1
15323,ENSG00000184330,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S100A7A
15324,ENSG00000184343,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRPK3
15325,ENSG00000184344,0.983227059,-0.329818546,0.55372732,-0.595633509,0.551420086,NA,0.320490456,1.165924065,0.78340761,NA,-1.235537991,1.45452751,0.395634919,NA,GDF3
15326,ENSG00000184345,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IQCF2
15327,ENSG00000184347,2189.116292,-0.194164086,0.314802292,-0.616781045,0.537379156,0.855598087,0.38047507,0.180794963,0.035338676,0.302083751,0.448162722,0.246244122,0.068759982,0.265850002,SLIT3
15328,ENSG00000184348,0.292622546,0.629134216,0.42948355,1.464862198,0.142958518,NA,-2.676817515,1.995314146,0.179741326,NA,-0.038312468,1.995317307,0.984680608,NA,HIST1H2AK
15329,ENSG00000184349,85.49548782,0.021277104,0.35766334,0.059489195,0.952562471,0.98961172,-0.219975526,0.207482101,0.289047039,NA,0.183107006,0.282100216,0.516283465,0.757204727,EFNA5
15330,ENSG00000184350,0.704660422,-0.376033509,0.543922207,-0.691336931,0.489353828,NA,0.548575163,1.258600351,0.662937378,NA,-0.634515502,1.481536821,0.668445847,NA,MRGPRE
15331,ENSG00000184351,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KRTAP19-1
15332,ENSG00000184357,0.069488699,-2.93E-05,0.000569283,-0.051396543,0.959009539,NA,14.39901519,196.7287666,0.941653157,NA,-14.68995588,285.3774609,0.958946601,NA,HIST1H1B
15333,ENSG00000184361,0.948012157,0.544371308,0.552886335,0.984598956,0.324821103,NA,0.157636017,1.032108629,0.878609623,NA,-2.002192227,1.394030326,0.150927916,NA,SPATA32
15334,ENSG00000184363,9.145007613,-0.328798618,0.672002785,-0.48928163,0.624642324,NA,0.320511532,0.50058024,0.521990561,NA,-0.140478972,0.646376205,0.82794873,0.92707273,PKP3
15335,ENSG00000184368,4.771635324,-1.563224025,0.690285424,-2.264605293,0.023536912,NA,0.448486288,0.566675923,0.428691089,NA,0.925872064,0.685092474,0.176549532,0.439670448,MAP7D2
15336,ENSG00000184371,604.8942444,0.50689072,0.289767809,1.74929963,0.08023924,0.44978458,0.156127883,0.16402555,0.341172555,0.681244387,-0.478531186,0.227024138,0.035044593,0.183516671,CSF1
15337,ENSG00000184374,0.25067844,0.144882266,0.325387862,0.445260204,0.656131724,NA,1.284988724,2.375786443,0.588598029,NA,-0.843605951,2.572661683,0.742978402,NA,COLEC10
15338,ENSG00000184378,10.11323282,-0.012849616,0.5991999,-0.021444624,0.982890977,NA,-0.241151439,0.398601102,0.54518271,NA,0.053786883,0.521264075,0.917815764,0.96500929,ACTRT3
15339,ENSG00000184381,337.1272283,0.277404408,0.360150988,0.770244752,0.441154722,0.809080751,-0.410956169,0.208479358,0.048700095,0.351682298,-0.319506306,0.284074155,0.260704089,0.535876573,PLA2G6
15340,ENSG00000184384,252.9585127,0.061585786,0.245070523,0.25129822,0.801583551,0.954892628,0.165630427,0.137007874,0.226696757,NA,0.000793469,0.191789196,0.996699006,0.997715527,MAML2
15341,ENSG00000184385,0.055081667,-2.87E-05,0.000573784,-0.050057104,0.960076883,NA,14.11519432,197.4519288,0.943010379,NA,-14.42032236,287.5573226,0.960004733,NA,C21orf128
15342,ENSG00000184388,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PABPC1L2B
15343,ENSG00000184389,0.264491302,-0.192094923,0.312258579,-0.615179009,0.538436509,NA,-2.353416143,2.711616605,0.385448253,NA,-0.306129869,2.993139543,0.918536669,NA,A3GALT2
15344,ENSG00000184394,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OR4N5
15345,ENSG00000184402,117.8461079,0.107035785,0.212912683,0.50272151,0.615160084,0.894840144,-0.095108673,0.115870833,0.411750888,NA,-0.068288421,0.166841423,0.682318518,0.855211188,SS18L1
15346,ENSG00000184408,31.42164247,0.494113753,0.546422736,0.904270119,0.365852187,0.768048406,0.771939329,0.298160761,0.009625405,NA,-1.688661473,0.486424832,0.00051741,0.013126326,KCND2
15347,ENSG00000184428,63.51196228,0.05977458,0.307314068,0.194506486,0.845779318,0.963542808,0.035320505,0.16406215,0.829543291,NA,-0.421317107,0.245391383,0.085993988,0.299529378,TOP1MT
15348,ENSG00000184432,622.2831858,-0.337613734,0.183084497,-1.84403234,0.065178427,0.416903397,0.165859384,0.102534053,0.105748199,0.458878037,0.445977682,0.141263889,0.00159372,0.02761577,COPB2
15349,ENSG00000184434,1.203525136,-0.100700401,0.674180851,-0.149367044,0.881264015,NA,-0.122642902,0.86333107,0.88703436,NA,-0.182802046,1.021672737,0.857997168,NA,LRRC19
15350,ENSG00000184436,76.24938157,0.214390497,0.333752009,0.642364662,0.520636439,0.84953426,-0.153727792,0.181273987,0.39641508,NA,-0.649908942,0.265523431,0.014379048,0.107749198,THAP7
15351,ENSG00000184445,68.6121739,-0.026765177,0.309659741,-0.086434152,0.931121299,0.985106996,0.092882217,0.176526975,0.598773958,NA,0.214722407,0.245403273,0.381586005,0.654521695,KNTC1
15352,ENSG00000184451,15.45632279,0.420403906,0.536984568,0.782897555,0.433687274,0.805891135,-0.094919142,0.297040541,0.7493099,NA,-1.044317401,0.463685318,0.02430891,0.148920525,CCR10
15353,ENSG00000184454,1.601184332,-0.520994146,0.701081567,-0.743129146,0.457403495,NA,0.311257806,0.781792773,0.690531864,NA,0.772576065,0.881891716,0.381006041,NA,NCMAP
15354,ENSG00000184459,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BPIFC
15355,ENSG00000184465,103.1435796,0.513971056,0.351193042,1.463500113,0.143330583,0.560109116,0.014493623,0.194552895,0.940614861,NA,-0.798375571,0.282361736,0.004691418,0.054416179,WDR27
15356,ENSG00000184470,99.20712319,-0.470485492,0.285901288,-1.645622153,0.099841575,0.49014628,0.127335476,0.1615533,0.430582754,NA,0.323141989,0.222930722,0.14719311,0.400823889,TXNRD2
15357,ENSG00000184471,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C1QTNF8
15358,ENSG00000184478,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OR56A3
15359,ENSG00000184481,294.5900896,0.226363975,0.221309404,1.022839388,0.306383792,0.733151058,-0.050679703,0.121917109,0.67763698,0.885645071,-0.295644121,0.172681519,0.086882411,0.301553727,FOXO4
15360,ENSG00000184486,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,POU3F2
15361,ENSG00000184489,97.05893154,0.115136987,0.438568506,0.262529081,0.792913568,0.953412746,-0.59379119,0.255138842,0.019947936,NA,-0.889271531,0.351452418,0.011397291,0.093777041,PTP4A3
15362,ENSG00000184492,0.0469962,-2.83E-05,0.000577036,-0.049118583,0.960824794,NA,13.91484862,197.9690902,0.943964445,NA,-14.23021412,289.1249128,0.96074539,NA,FOXD4L1
15363,ENSG00000184494,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEU1
15364,ENSG00000184497,48.08694985,0.355002652,0.366313071,0.969123627,0.332483511,0.748905201,0.020146033,0.198435778,0.919134351,NA,-0.60921739,0.298280192,0.041108572,0.200736631,TMEM255B
15365,ENSG00000184500,328.1323924,0.079106789,0.304100429,0.260133764,0.794760594,0.953697153,0.132019094,0.172982094,0.445347023,0.761336083,-0.079783961,0.238539425,0.73802594,0.883248644,PROS1
15366,ENSG00000184502,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAST
15367,ENSG00000184507,0.358793766,-2.05E-05,0.003298143,-0.006225339,0.995032931,NA,-0.204636929,1.835178456,0.911213587,NA,-16.62025759,271.093386,0.951113731,NA,NUTM1
15368,ENSG00000184508,63.67966358,0.460795981,0.415373226,1.109354074,0.267277466,0.701020718,-0.415568436,0.236432054,0.078804462,NA,-0.785105465,0.334359948,0.018870232,0.128237317,HDDC3
15369,ENSG00000184515,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BEX5
15370,ENSG00000184517,45.46052101,0.634853854,0.332870105,1.907211985,0.056493142,0.394462045,-0.091245367,0.180066307,0.612342846,NA,-0.476258982,0.27210665,0.080072448,0.289380125,ZFP1
15371,ENSG00000184524,0.583565243,0.253162773,0.558371865,0.453394574,0.650264643,NA,-1.203900176,1.452224756,0.407102126,NA,1.778207359,1.463254863,0.224274173,NA,CEND1
15372,ENSG00000184530,0.989451056,1.344682845,0.638345737,2.106511828,0.035159917,NA,-1.591131889,1.030611067,0.122619269,NA,-0.736003018,1.161391274,0.52626012,NA,C6orf58
15373,ENSG00000184544,0.118492582,-5.65E-10,2.79E-05,-2.02E-05,0.999983858,NA,-16.58499051,271.3413586,0.951261861,NA,-14.81805257,284.34921,0.958439321,NA,DHRS7C
15374,ENSG00000184545,42.34552089,0.024608933,0.467046261,0.052690569,0.957978453,0.990870819,0.357188158,0.272990239,0.190728074,NA,-0.40656702,0.386764751,0.293166846,0.570191879,DUSP8
15375,ENSG00000184557,405.7721341,0.441268322,0.705629749,0.625353909,NA,NA,1.079802528,0.679015397,NA,NA,-0.02361843,0.803041758,NA,NA,SOCS3
15376,ENSG00000184560,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C17orf74
15377,ENSG00000184564,2.943246872,-0.07502311,0.692998821,-0.108258641,0.91379053,NA,1.076095368,0.744722248,0.148468553,NA,-0.671823374,0.92454948,0.467440726,NA,SLITRK6
15378,ENSG00000184566,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AC132216.1
15379,ENSG00000184571,0.832286783,0.430758407,0.493348512,0.87313207,0.382591096,NA,-0.55434735,1.10989006,0.617454306,NA,-2.564582631,1.712421338,0.134228032,NA,PIWIL3
15380,ENSG00000184574,14.93050037,0.580054993,0.622791283,0.931379434,0.351657326,NA,-0.056527321,0.423626274,0.893847968,NA,-0.369718293,0.561812865,0.510486175,0.753046124,LPAR5
15381,ENSG00000184575,534.9758427,-0.212159409,0.246165119,-0.861858133,0.38876559,0.783386375,0.063972992,0.139449204,0.646410253,0.875941521,0.482375259,0.1908674,0.011495,0.094062746,XPOT
15382,ENSG00000184584,301.4141291,0.086320286,0.35693264,0.241839148,0.808904803,0.955678129,0.11067079,0.205403977,0.590027797,0.841518819,-0.412566059,0.28242167,0.144065978,0.396398517,TMEM173
15383,ENSG00000184588,31.46095624,0.450321483,0.520357579,0.865407752,0.386815027,0.782719715,0.443213205,0.315471159,0.160043689,NA,-0.431560787,0.443953603,0.331008097,0.60853377,PDE4B
15384,ENSG00000184599,0.507793603,-0.52689891,0.465907866,-1.130907952,0.258093836,NA,1.384071214,1.877618436,0.461036063,NA,3.387859161,1.776010616,0.05644721,NA,FAM19A3
15385,ENSG00000184601,725.4870691,-0.667281699,0.470343417,-1.41871168,0.155983091,0.580622833,-0.054394119,0.286420988,0.849379904,0.943153747,0.010512798,0.381766693,0.978031244,0.989618485,C14orf180
15386,ENSG00000184602,707.0558715,-0.527556559,0.255765562,-2.062656737,0.039145253,0.342313355,0.114404666,0.145115452,0.430480324,0.750024026,0.635767165,0.198233553,0.001340514,0.025072477,SNN
15387,ENSG00000184608,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C8orf12
15388,ENSG00000184611,0.546953139,0.147165453,0.544404771,0.270323592,0.786911317,NA,-1.404270218,1.334845423,0.292795139,NA,-0.414840659,1.516555916,0.784437158,NA,KCNH7
15389,ENSG00000184613,9.927027893,-0.313401435,0.580717869,-0.539679338,0.589418192,NA,0.641750258,0.369831761,0.08269668,NA,0.077804439,0.514954574,0.879904794,0.949636489,NELL2
